medico,comentarios,Data,del
luiz guilherme de siqueira flora,"F
Fernanda
Perfil verificado
29 de dezembro de 2022
Local: Dr. Luiz Guilherme - Flora & Cobianchi • Consulta Psiquiatra
Excelente Médico!! Você sai com diagnóstico do seu problema! Extremamente atencioso! A durabilidade da consulta é o suficiente entre paciente e o Médico. Atende todos com muito carinho e dedicação.
Dr. Luiz Guilherme de Siqueira Flora
Olá, Fernanda, muito obrigado pela confiança! Estarei sempre à disposição para alcançarmos bons resultados! O tempo é o mestre na escola da vida, o que torna primordial para o nosso desenvolvimento terapêutico!
Com carinho,
Dr. Luiz Guilherme Flora (Flora e Cobianchi)
Solicitar revisão",2022-12-29 00:00:00,0
luiz guilherme de siqueira flora,Excelente Médico!! Você sai com diagnóstico do seu problema! Extremamente atencioso! A durabilidade da consulta é o suficiente entre paciente e o Médico. Atende todos com muito carinho e dedicação.,,1
luiz guilherme de siqueira flora,"N
Naiara Pires
Perfil verificado
20 de dezembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Dr. Luiz Guilherme - Flora & Cobianchi • Consulta Psiquiatra
Muito atencioso e cuidadoso com os pacientes. Foi minha primeira experiência e me senti muito segura e acolhida durante a consulta. Recomendo!
Dr. Luiz Guilherme de Siqueira Flora
Grato pela devolutiva, Naiara! Permitir-se é a via certa para alcançarmos progresso! Estarei sempre à disposição…
Com carinho,
Dr. Luiz Guilherme Flora (Flora e Cobianchi)
Solicitar revisão",2022-12-20 00:00:00,0
luiz guilherme de siqueira flora,Muito atencioso e cuidadoso com os pacientes. Foi minha primeira experiência e me senti muito segura e acolhida durante a consulta. Recomendo!,,1
luiz guilherme de siqueira flora,"L
Leticia Cardoso
Perfil verificado
20 de dezembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online • Teleconsulta
Gostei bastante da consulta, me senti bem melhor depois da terapia. Não estava tão confiante quando marquei, mas fico feliz por ter gostado.
Dr. Luiz Guilherme de Siqueira Flora
Olá, Letícia, fico gratificado pela confiança e determinação! Aliás, a confiança, como diria Drummond, é um ato de fé!
Com carinho,
Dr. Luiz Guilherme Flora (Flora e Cobianchi)
Solicitar revisão",2022-12-20 00:00:00,0
luiz guilherme de siqueira flora,"Gostei bastante da consulta, me senti bem melhor depois da terapia. Não estava tão confiante quando marquei, mas fico feliz por ter gostado.",,1
luiz guilherme de siqueira flora,"Paciente
Perfil verificado
8 de dezembro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online • Teleconsulta
Ótimo médico, muito atencioso, educado, passa confiança e fala com propriedade deixando tudo muito explicado e claro, de forma que o paciente entenda e não saia com dúvidas.
Dr. Luiz Guilherme de Siqueira Flora
Agradecemos a confiança e a busca pelo nosso trabalho; Estarei à disposição para evoluirmos cada vez mais! Não esqueçamos que ""...em estado de dúvida, supende-se o juízo."" Obrigado pelos comentários! Com carinho,
Dr. Luiz Guilherme Flora (Flora &amp; Cobianchi)
Solicitar revisão",2022-12-08 00:00:00,0
luiz guilherme de siqueira flora,"Ótimo médico, muito atencioso, educado, passa confiança e fala com propriedade deixando tudo muito explicado e claro, de forma que o paciente entenda e não saia com dúvidas.",,1
luiz guilherme de siqueira flora,"Paciente
Perfil verificado
14 de novembro de 2022
Local: Dr. Luiz Guilherme - Flora & Cobianchi • Consulta Psiquiatra
Ótimo profissional. Muito atencioso, tranquilo e acertivo no diagnóstico. Super indico este profissional.
Dr. Luiz Guilherme de Siqueira Flora
Agradecemos muito a sua confiança, disponibilidade e busca pela evolução!
Aliás, um pouco de progresso a cada dia sucede em grandes resultados.
Com carinho,
Dr. Luiz Guilherme (Flora &amp; Cobianchi)
Solicitar revisão",2022-11-14 00:00:00,0
luiz guilherme de siqueira flora,"Ótimo profissional. Muito atencioso, tranquilo e acertivo no diagnóstico. Super indico este profissional.",,1
luiz guilherme de siqueira flora,"F
Filipe
Perfil verificado
21 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Dr. Luiz Guilherme - Flora & Cobianchi • Consulta Psiquiatra
Médico atencioso. Conduz a consulta de forma descontraída, porém assertiva. Sem pressa para acabar.
Dr. Luiz Guilherme de Siqueira Flora
Olá Filipe, obrigado pelas considerações e confiança! Lembremos que ""nada é tão útil ao homem como a resolução de não ter pressa""! Estaremos sempre à disposição para que a evolução seja certa. Um grande abraço!
Dr. Luiz Guilherme Flora (Flora &amp; Cobianchi)
Solicitar revisão",2022-10-21 00:00:00,0
luiz guilherme de siqueira flora,"Médico atencioso. Conduz a consulta de forma descontraída, porém assertiva. Sem pressa para acabar.",,1
luiz guilherme de siqueira flora,"J
Jéssica
Perfil verificado
4 de outubro de 2022 • Consulta marcada na doctoralia.com.br
• Local: Dr. Luiz Guilherme - Flora & Cobianchi • Consulta Psiquiatra
Ambiente maravilhoso, atendimento no horário.
Médico atencioso, assertivo no tratamento, disponível sempre que necessário, conduta exemplar.
Super indico, não troco me sinto extremamente segura com o profissional e com o tratamento que ele passa.
Dr. Luiz Guilherme de Siqueira Flora
Olá Jéssica! Agradecemos a sua confiança e disponibilidade pessoal para evoluirmos juntos! Estaremos sempre à disposição para o que precisar!
Um grande abraço! Com carinho, Dr. Luiz Guilherme (Flora &amp; Cobianchi).
Solicitar revisão",2022-10-04 00:00:00,0
luiz guilherme de siqueira flora,"Ambiente maravilhoso, atendimento no horário.
Médico atencioso, assertivo no tratamento, disponível sempre que necessário, conduta exemplar.
Super indico, não troco me sinto extremamente segura com o profissional e com o tratamento que ele passa.",,1
gusttavo fernandes,"G
Gustavo
Perfil verificado
17 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primei...mais
Fui na primeira consulta com Dr Gusttavo e gostei bastante da pontualidade, da atenção, do tempo dedicado e das explicações.
Solicitar revisão",2024-02-17 00:00:00,0
gusttavo fernandes,"Fui na primeira consulta com Dr Gusttavo e gostei bastante da pontualidade, da atenção, do tempo dedicado e das explicações.",,1
gusttavo fernandes,"M
Maria
Perfil verificado
15 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Retorno ...mais
Dr. Gustavo muito atencioso,humano,explica detalhadamente com paciência e pontual.
Solicitar revisão",2024-02-15 00:00:00,0
gusttavo fernandes,"Dr. Gustavo muito atencioso,humano,explica detalhadamente com paciência e pontual.",,1
gusttavo fernandes,"E
Endrews
Perfil verificado
15 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Retorno ...mais
Tratamento excelente Médico super inteligente e atencioso
Solicitar revisão",2024-02-15 00:00:00,0
gusttavo fernandes,Tratamento excelente Médico super inteligente e atencioso,,1
gusttavo fernandes,"E
Erika
Perfil verificado
5 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primei...mais
Profissional atencioso, empático e gentil. Explica pacientemente todas as dúvidas.
Solicitar revisão",2024-02-05 00:00:00,0
gusttavo fernandes,"Profissional atencioso, empático e gentil. Explica pacientemente todas as dúvidas.",,1
gusttavo fernandes,"G
Giovanni Teles de Paula
Perfil verificado
2 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primei...mais
Profissional atencioso e com bons olhares na causa do problema para que nos oriente na busca do resultado.
Solicitar revisão",2024-02-02 00:00:00,0
gusttavo fernandes,Profissional atencioso e com bons olhares na causa do problema para que nos oriente na busca do resultado.,,1
gusttavo fernandes,"L
Lucas xavier
Perfil verificado
25 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Primei...mais
Gostei que ele presta muita atenção no que a gente fala, e é muito importante. Sobre o horário, foi extremamente pontual.
Solicitar revisão",2024-01-25 00:00:00,0
gusttavo fernandes,"Gostei que ele presta muita atenção no que a gente fala, e é muito importante. Sobre o horário, foi extremamente pontual.",,1
gusttavo fernandes,"A
Ana Paula Roveroni
Perfil verificado
11 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Primei...mais
Ótimo profissional da saúde, bem atencioso e dedicado.
Solicitar revisão",2024-01-11 00:00:00,0
gusttavo fernandes,"Ótimo profissional da saúde, bem atencioso e dedicado.",,1
gusttavo fernandes,"D
Daniel Santos de Lima
Perfil verificado
11 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primei...mais
Excelente profissional, empático, atencioso e muito cirúrgico nas investigações. Senti-me à vontade, e em momento nenhum me senti moralmente julgado.
Solicitar revisão",2024-01-11 00:00:00,0
gusttavo fernandes,"Excelente profissional, empático, atencioso e muito cirúrgico nas investigações. Senti-me à vontade, e em momento nenhum me senti moralmente julgado.",,1
gusttavo fernandes,"I
Irene Aparecida nagy
Perfil verificado
9 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Outro
Atencioso, gentil e competente, achei um médico agradável
Solicitar revisão",2024-01-09 00:00:00,0
gusttavo fernandes,"Atencioso, gentil e competente, achei um médico agradável",,1
gusttavo fernandes,"N
Neusa
Perfil verificado
5 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Primei...mais
Marquei consulta para minha mãe que tem Alzheimer e passou a ter alguns surtos e delírios. O Dr Gustavo foi ótimo, super atencioso e a consulta foi excelente. Vamos fazer os exames pedidos e retornar.
Solicitar revisão",2024-01-05 00:00:00,0
gusttavo fernandes,"Marquei consulta para minha mãe que tem Alzheimer e passou a ter alguns surtos e delírios. O Dr Gustavo foi ótimo, super atencioso e a consulta foi excelente. Vamos fazer os exames pedidos e retornar.",,1
gusttavo fernandes,"I
Ian Cristian
Perfil verificado
18 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: outro lugar • Outro
Prestativo e passou as informaçoes sobre o tratamento.
Solicitar revisão",2023-12-18 00:00:00,0
gusttavo fernandes,Prestativo e passou as informaçoes sobre o tratamento.,,1
gusttavo fernandes,"D
Daniele
Perfil verificado
29 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Teleconsulta
Gostei muito da teleconsulta, muito atencioso e disposto a esclarecer as dúvidas.
Solicitar revisão",2023-11-29 00:00:00,0
gusttavo fernandes,"Gostei muito da teleconsulta, muito atencioso e disposto a esclarecer as dúvidas.",,1
gusttavo fernandes,"H
Haroldo
Perfil verificado
17 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primeira consulta Psiquiatria
Excelente médico tecnicamente e muito humano, sacrificando seu descanso num dia e horário difícil de conseguir ajuda, ainda mais com tanta atenção e boa vontade. Muito obrigado mesmo.
Solicitar revisão",2023-11-17 00:00:00,0
gusttavo fernandes,"Excelente médico tecnicamente e muito humano, sacrificando seu descanso num dia e horário difícil de conseguir ajuda, ainda mais com tanta atenção e boa vontade. Muito obrigado mesmo.",,1
gusttavo fernandes,"M
Michael Andrade
Perfil verificado
11 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Muito gente boa e conseguiu me tranquilizar bastante com suas explicações.
Solicitar revisão",2023-10-11 00:00:00,0
gusttavo fernandes,Muito gente boa e conseguiu me tranquilizar bastante com suas explicações.,,1
gusttavo fernandes,"L
Luiz Alberto de Moura
Perfil verificado
8 de setembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primeira consulta Psiquiatria
Doutor atencioso , dedicado e prestativo , esclarecimento mas consultas
Solicitar revisão",2023-09-08 00:00:00,0
gusttavo fernandes,"Doutor atencioso , dedicado e prestativo , esclarecimento mas consultas",,1
gusttavo fernandes,"L
Leticia
Perfil verificado
31 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primeira consulta Psiquiatria
Ótimo psiquiatra! Tentou se colocar em meu lugar em vários momentos da consulta, sendo muito empático, adorei a consulta!
Solicitar revisão",2023-08-31 00:00:00,0
gusttavo fernandes,"Ótimo psiquiatra! Tentou se colocar em meu lugar em vários momentos da consulta, sendo muito empático, adorei a consulta!",,1
gusttavo fernandes,"L
Luís Alberto
Perfil verificado
23 de agosto de 2023 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical Offices • Primeira consulta Psiquiatria
Profissional excelente, muito atencioso, recomendo

A
Solicitar revisão",2023-08-23 00:00:00,0
gusttavo fernandes,"Profissional excelente, muito atencioso, recomendo

A",,1
gusttavo fernandes,"Paciente
Perfil verificado
27 de junho de 2023 • Consulta marcada na doctoralia.com.br
• Local: Dr Gusttavo Fernandes • Teleconsulta
Excelente profissional. Atencioso e qualificado. Ótima consulta.
Solicitar revisão",2023-06-27 00:00:00,0
gusttavo fernandes,Excelente profissional. Atencioso e qualificado. Ótima consulta.,,1
gusttavo fernandes,"A
Ana Claudia Alves
3 de junho de 2023
Local: Dr Gusttavo Fernandes • Consulta Psiquiatra
Muito atencioso e acolhedor. Consulta sem pressa e bem explicativa.
Solicitar revisão",2023-06-03 00:00:00,0
gusttavo fernandes,Muito atencioso e acolhedor. Consulta sem pressa e bem explicativa.,,1
gusttavo fernandes,"G
Gerson Junior
1 de junho de 2023
Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Gostaria de destacar 3 pontos na minha consulta com o Dr. Gustavo que no meu ver são essenciais: conhecimento técnico, empatia e humildade.
Em relação ao conhecimento técnico, ele mostrou uma base sólida de conhecimento, passando muita segurança e aliado a isso teve sua empatia de me ouvir e sentir uma preocupação genuína com minhas questões, me deixando bem à vontade e apesar de ter segurança e mostrar conhecimento, sempre conduzia os temas de forma humilde, sem ultrapassar a linha medico-paciente, mas próximo como humano.
Recomendo muito Dr.Gustavo.
Solicitar revisão",,1
gusttavo fernandes,"Gostaria de destacar 3 pontos na minha consulta com o Dr. Gustavo que no meu ver são essenciais: conhecimento técnico, empatia e humildade.
Em relação ao conhecimento técnico, ele mostrou uma base sólida de conhecimento, passando muita segurança e aliado a isso teve sua empatia de me ouvir e sentir uma preocupação genuína com minhas questões, me deixando bem à vontade e apesar de ter segurança e mostrar conhecimento, sempre conduzia os temas de forma humilde, sem ultrapassar a linha medico-paciente, mas próximo como humano.
Recomendo muito Dr.Gustavo.",2024-03-03 00:00:00,0
gusttavo fernandes,"M
Maria Audimá da Silva
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Outro
Gostei da consulta, foi preciso do tratamento com os remédios e com atenção comigo! Excelente profissional e super indico esse médico aos amigos
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Gostei da consulta, foi preciso do tratamento com os remédios e com atenção comigo! Excelente profissional e super indico esse médico aos amigos",,1
gusttavo fernandes,"L
Luciano Batista
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Tratamento da ansiedade
Adorei a consulta com o Dr. Gustavo.
Muito atencioso, me explicou tudo sobre o tratamento!
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Adorei a consulta com o Dr. Gustavo.
Muito atencioso, me explicou tudo sobre o tratamento!",,1
gusttavo fernandes,"N
Nayara Sanches
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Médico extremamente competente atencioso . O único que com calma , sem pressa me atendeu e me escutou .
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Médico extremamente competente atencioso . O único que com calma , sem pressa me atendeu e me escutou .",,1
gusttavo fernandes,"M
Marcos Vinicios Melo Coelho
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Atendimento excepcional, estou muito satisfeito com todo o serviço prestado pelo Dr. Gusttavo
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Atendimento excepcional, estou muito satisfeito com todo o serviço prestado pelo Dr. Gusttavo",,1
gusttavo fernandes,"C
Cassia Alves
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Amei a consulta, estava tão preocupada e ele em acalmou muito, ouviu e tirou todas minhas dúvidas sem me julgar
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Amei a consulta, estava tão preocupada e ele em acalmou muito, ouviu e tirou todas minhas dúvidas sem me julgar",,1
gusttavo fernandes,"E
Enrico
Perfil verificado
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Teleconsulta
Passei com o dr Gustavo, e me surpreendi. Ele explicou meu caso, atencioso de como a gentr se sente e tambem me tranquilizou. Muito acessível se precisar falar com ele alem da consulta. Recomendo ele.
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Passei com o dr Gustavo, e me surpreendi. Ele explicou meu caso, atencioso de como a gentr se sente e tambem me tranquilizou. Muito acessível se precisar falar com ele alem da consulta. Recomendo ele.",,1
gusttavo fernandes,"D
Daianne Vieira
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Teleconsulta
Fiquei bem satisfeita com meu tratamento. Ele é pontual, observador, presta atenção na detalhes que expus. Foi prestativo e bem atencioso. Mostra ter domínio sobre os assuntos, interessado em me ajudar.
Super indico!
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Fiquei bem satisfeita com meu tratamento. Ele é pontual, observador, presta atenção na detalhes que expus. Foi prestativo e bem atencioso. Mostra ter domínio sobre os assuntos, interessado em me ajudar.
Super indico!",,1
gusttavo fernandes,"E
Eduardo
31 de maio de 2023
Local: Dr Gusttavo Fernandes • Primeira consulta Psiquiatria
Já passei em consulta com ele, foi muito atencioso e me ajudou muito. Sem pressa nas consultas e me deu opção de tratamento que cabia no meu bolso. Recomendo o Dr Gusttavo.
Solicitar revisão",2023-05-31 00:00:00,0
gusttavo fernandes,"Já passei em consulta com ele, foi muito atencioso e me ajudou muito. Sem pressa nas consultas e me deu opção de tratamento que cabia no meu bolso. Recomendo o Dr Gusttavo.",,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
maressa carvalho,,,1
natalia belsuzarri,"J
Josiane Rodrigues
Perfil verificado
14 de fevereiro de 2024
Local: Consulta online - Telemedicina • Primei...mais
Professional extremamente atenciosa e cuidadosa, se preocupou em ouvir e em explicar detalhamente as etapas do tratamento.
Solicitar revisão",2024-02-14 00:00:00,0
natalia belsuzarri,"Professional extremamente atenciosa e cuidadosa, se preocupou em ouvir e em explicar detalhamente as etapas do tratamento.",,1
natalia belsuzarri,"C
Camila Helena Braga da Silva
Perfil verificado
12 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Profissional muito atenciosa. Tratamento tem sido bem eficaz.
Solicitar revisão",2024-02-12 00:00:00,0
natalia belsuzarri,Profissional muito atenciosa. Tratamento tem sido bem eficaz.,,1
natalia belsuzarri,"J
Julia Costa Oliveira
Perfil verificado
19 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Muito antensiosa, sempre me escuta e faz observaçoes precisas,me adaptei muito com os tratamentos dela,uma excelente profissional!
Solicitar revisão",2024-01-19 00:00:00,0
natalia belsuzarri,"Muito antensiosa, sempre me escuta e faz observaçoes precisas,me adaptei muito com os tratamentos dela,uma excelente profissional!",,1
natalia belsuzarri,"W
Wellington
Perfil verificado
19 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Muito atenciosa aos detalhes. Escuta o paciente e tenta compreender as causas.
Solicitar revisão",2024-01-19 00:00:00,0
natalia belsuzarri,Muito atenciosa aos detalhes. Escuta o paciente e tenta compreender as causas.,,1
natalia belsuzarri,"H
Henrique
Perfil verificado
17 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri...mais
Excelente profissional. Sempre me atende muito bem e foi muito eficaz em resolver pelo o que estava passando.
Solicitar revisão",2024-01-17 00:00:00,0
natalia belsuzarri,Excelente profissional. Sempre me atende muito bem e foi muito eficaz em resolver pelo o que estava passando.,,1
natalia belsuzarri,"A
Ana Júlia Gabriel de Araújo
Perfil verificado
10 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri...mais
fui muito bem atendida... a doutora é muito atenciosa, além do tratamento ter me dado um ótimo retorno
Solicitar revisão",2024-01-10 00:00:00,0
natalia belsuzarri,"fui muito bem atendida... a doutora é muito atenciosa, além do tratamento ter me dado um ótimo retorno",,1
natalia belsuzarri,"R
Rassyre
Perfil verificado
26 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Escolhi a dra. Natália pelas opiniões positivas e superou minhas expectativas. Primeira psiquiatra que me ouviu de forma atenciosa e tentou entender o contexto que estou inserida para uma abordagem mais integral, entendendo que a psique e o físico são um conjunto. Explicou as condutas de forma detalhada e diferente dos outros profissionais trabalhamos com prazos e metas. O que tornou a abordagem e tratamento algo palpável. Profissional diferenciada, recomendo a consulta.
Solicitar revisão",2023-12-26 00:00:00,0
natalia belsuzarri,"Escolhi a dra. Natália pelas opiniões positivas e superou minhas expectativas. Primeira psiquiatra que me ouviu de forma atenciosa e tentou entender o contexto que estou inserida para uma abordagem mais integral, entendendo que a psique e o físico são um conjunto. Explicou as condutas de forma detalhada e diferente dos outros profissionais trabalhamos com prazos e metas. O que tornou a abordagem e tratamento algo palpável. Profissional diferenciada, recomendo a consulta.",,1
natalia belsuzarri,"J
Júlia Chagas
Perfil verificado
14 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Gostei da dra. muito atenciosa e profissional no atendimento!
Solicitar revisão",2023-12-14 00:00:00,0
natalia belsuzarri,Gostei da dra. muito atenciosa e profissional no atendimento!,,1
natalia belsuzarri,"A
Angelica Amaral
Perfil verificado
30 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Dra Natália é muito atenciosa, detalhista e cuidadosa na consulta. Explica tudo muito bem e é comprometida com o paciente, o que dá muita segurança, pois sabemos que qualquer coisa podemos recorrer a ela.
Excelente profissional.
Solicitar revisão",2023-11-30 00:00:00,0
natalia belsuzarri,"Dra Natália é muito atenciosa, detalhista e cuidadosa na consulta. Explica tudo muito bem e é comprometida com o paciente, o que dá muita segurança, pois sabemos que qualquer coisa podemos recorrer a ela.
Excelente profissional.",,1
natalia belsuzarri,"L
Leticia
Perfil verificado
28 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina...mais
Dra Natália é muito atenciosa, não tem pressa durante a consulta, é bastante minuciosa ao tentar entender o que está acontecendo com o paciente. Muito importante: ela está sempre aberta a trabalhar de forma multidisciplinar, ou seja, troca ideias e informações com os outros profissionais que eventualmente façam parte do tratamento do paciente (p.ex neurologista, psicólogo). Faço somente consultas online e ela nunca se atrasou. Ela sempre responde dúvidas por msg. Minha experiência tem sido muito boa com ela.
Solicitar revisão",2023-11-28 00:00:00,0
natalia belsuzarri,"Dra Natália é muito atenciosa, não tem pressa durante a consulta, é bastante minuciosa ao tentar entender o que está acontecendo com o paciente. Muito importante: ela está sempre aberta a trabalhar de forma multidisciplinar, ou seja, troca ideias e informações com os outros profissionais que eventualmente façam parte do tratamento do paciente (p.ex neurologista, psicólogo). Faço somente consultas online e ela nunca se atrasou. Ela sempre responde dúvidas por msg. Minha experiência tem sido muito boa com ela.",,1
natalia belsuzarri,"G
Gil Maria
Perfil verificado
21 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
Maravilhosa e atenciosa. Recomendo de olhos fechados.
Solicitar revisão",2023-11-21 00:00:00,0
natalia belsuzarri,Maravilhosa e atenciosa. Recomendo de olhos fechados.,,1
natalia belsuzarri,"A
Antonia L. P. Silva
Perfil verificado
16 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Primeira consulta Psiquiatria
A doutora capta cada detalhe e também consegue explicar facilmente o tratamento e possibilidades! Além disso, busca analisar bem o problema antes de qualquer diagnóstico ou receita de remédios. Muito boa a consulta e atendimento!
Solicitar revisão",2023-11-16 00:00:00,0
natalia belsuzarri,"A doutora capta cada detalhe e também consegue explicar facilmente o tratamento e possibilidades! Além disso, busca analisar bem o problema antes de qualquer diagnóstico ou receita de remédios. Muito boa a consulta e atendimento!",,1
natalia belsuzarri,"E
Evelyn Silveira
Perfil verificado
2 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consultório Dra Natalia Belsuzarri • Consulta Psiquiatra
Consulta e atendimento foram ótimos, tudo perfeitamente explicado.
Solicitar revisão",2023-11-02 00:00:00,0
natalia belsuzarri,"Consulta e atendimento foram ótimos, tudo perfeitamente explicado.",,1
natalia belsuzarri,"D
Danielli Alves Vaz Melo
Perfil verificado
1 de novembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Muito atenciosa e interessada na história de vida do paciente para uma contextualização bem construída.
Solicitar revisão",2023-11-01 00:00:00,0
natalia belsuzarri,Muito atenciosa e interessada na história de vida do paciente para uma contextualização bem construída.,,1
natalia belsuzarri,"A
Ana
Perfil verificado
19 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
A consulta foi para a minha mãe, ficamos extremamente satisfeitas com o acompanhamento. A dra é muito atenciosa e empática, mostrou-se preocupada com o entendimento da questão e explicou tudo detalhadamente, minha mãe gostou muito! O tratamento está em andamento e já identificamos bons resultados!
Solicitar revisão",2023-10-19 00:00:00,0
natalia belsuzarri,"A consulta foi para a minha mãe, ficamos extremamente satisfeitas com o acompanhamento. A dra é muito atenciosa e empática, mostrou-se preocupada com o entendimento da questão e explicou tudo detalhadamente, minha mãe gostou muito! O tratamento está em andamento e já identificamos bons resultados!",,1
natalia belsuzarri,"S
Ste
Perfil verificado
19 de outubro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Consulta Psiquiatra
Minha experiência com a Dra. Natalia Belsuzarri foi incrível. Desde o primeiro momento, ela me fez sentir confortável e ouvida. Sua abordagem compassiva e profissional tornou a consulta muito eficaz. Ela demonstrou um profundo conhecimento em psiquiatria e respondeu a todas as minhas perguntas de maneira clara e compreensível. Além disso, sua empatia e compreensão me fizeram sentir que estava em boas mãos.

Durante a consulta, a Dra. Natalia Belsuzarri mostrou interesse genuíno em entender minha situação e necessidades. Ela desenvolveu um plano de tratamento personalizado que abordou minhas preocupações de maneira abrangente. Recomendo fortemente seus serviços a qualquer pessoa que esteja buscando um profissional de psiquiatria dedicado e compassivo.
Solicitar revisão",2023-10-19 00:00:00,0
natalia belsuzarri,"Minha experiência com a Dra. Natalia Belsuzarri foi incrível. Desde o primeiro momento, ela me fez sentir confortável e ouvida. Sua abordagem compassiva e profissional tornou a consulta muito eficaz. Ela demonstrou um profundo conhecimento em psiquiatria e respondeu a todas as minhas perguntas de maneira clara e compreensível. Além disso, sua empatia e compreensão me fizeram sentir que estava em boas mãos.

Durante a consulta, a Dra. Natalia Belsuzarri mostrou interesse genuíno em entender minha situação e necessidades. Ela desenvolveu um plano de tratamento personalizado que abordou minhas preocupações de maneira abrangente. Recomendo fortemente seus serviços a qualquer pessoa que esteja buscando um profissional de psiquiatria dedicado e compassivo.",,1
